cohort_id,User,condition,class,label,final_grade
STAT0004_2122,787276,hybrid,2,C2: High-steady,67.99
STAT0004_2122,787278,hybrid,3,C3: Mid-variable,72.66
STAT0004_2122,787279,hybrid,3,C3: Mid-variable,63.09
STAT0004_2122,787280,hybrid,3,C3: Mid-variable,73.11
STAT0004_2122,787281,hybrid,2,C2: High-steady,74.78
STAT0004_2122,787283,hybrid,2,C2: High-steady,73.11
STAT0004_2122,787284,hybrid,2,C2: High-steady,65.81
STAT0004_2122,787285,hybrid,3,C3: Mid-variable,81.19
STAT0004_2122,787286,hybrid,3,C3: Mid-variable,53.75
STAT0004_2122,787287,hybrid,3,C3: Mid-variable,73.32
STAT0004_2122,787288,hybrid,3,C3: Mid-variable,71.14
STAT0004_2122,787289,hybrid,3,C3: Mid-variable,79.14
STAT0004_2122,787290,hybrid,1,C1: Low-steady,65.59
STAT0004_2122,787291,hybrid,3,C3: Mid-variable,69.56
STAT0004_2122,787293,hybrid,3,C3: Mid-variable,62.04
STAT0004_2122,787294,hybrid,3,C3: Mid-variable,67.37
STAT0004_2122,787296,hybrid,1,C1: Low-steady,77.1
STAT0004_2122,787297,hybrid,3,C3: Mid-variable,66.71
STAT0004_2122,787298,hybrid,2,C2: High-steady,73.11
STAT0004_2122,787301,hybrid,3,C3: Mid-variable,80.84
STAT0004_2122,787302,hybrid,2,C2: High-steady,59.24
STAT0004_2122,787304,hybrid,3,C3: Mid-variable,75.68
STAT0004_2122,787306,hybrid,3,C3: Mid-variable,74.01
STAT0004_2122,787307,hybrid,1,C1: Low-steady,62.58
STAT0004_2122,787308,hybrid,3,C3: Mid-variable,74.01
STAT0004_2122,787311,hybrid,3,C3: Mid-variable,65.8
STAT0004_2122,787312,hybrid,3,C3: Mid-variable,75.68
STAT0004_2122,787313,hybrid,3,C3: Mid-variable,75.68
STAT0004_2122,787314,hybrid,3,C3: Mid-variable,67.16
STAT0004_2122,795344,hybrid,3,C3: Mid-variable,79.41
STAT0004_2122,795350,hybrid,1,C1: Low-steady,75.81
STAT0004_2122,795362,hybrid,3,C3: Mid-variable,76.59
STAT0004_2122,795363,hybrid,2,C2: High-steady,77.67
STAT0004_2122,795364,hybrid,3,C3: Mid-variable,78.86
STAT0004_2122,795365,hybrid,3,C3: Mid-variable,66.46
STAT0004_2122,795366,hybrid,3,C3: Mid-variable,54.48
STAT0004_2122,795367,hybrid,3,C3: Mid-variable,66.12
STAT0004_2122,795371,hybrid,3,C3: Mid-variable,76.02
STAT0004_2122,795372,hybrid,1,C1: Low-steady,70.08
STAT0004_2122,797032,hybrid,1,C1: Low-steady,66.57
STAT0004_2122,798662,hybrid,3,C3: Mid-variable,68.73
STAT0004_2122,798663,hybrid,3,C3: Mid-variable,82.74
STAT0004_2122,798664,hybrid,3,C3: Mid-variable,75.83
STAT0004_2122,800787,hybrid,2,C2: High-steady,78.86
STAT0004_2122,800788,hybrid,1,C1: Low-steady,74.88
STAT0004_2122,802577,hybrid,1,C1: Low-steady,60.11
STAT0004_2223,764325,in_person,1,C1: Low-steady,49.0275
STAT0004_2223,787047,in_person,1,C1: Low-steady,52.25
STAT0004_2223,795048,in_person,1,C1: Low-steady,76.465
STAT0004_2223,799571,in_person,3,C3: Mid-variable,69.97
STAT0004_2223,810731,in_person,2,C2: High-steady,64.63
STAT0004_2223,811384,in_person,3,C3: Mid-variable,66.165
STAT0004_2223,811765,in_person,3,C3: Mid-variable,85.635
STAT0004_2223,811818,in_person,3,C3: Mid-variable,57.5
STAT0004_2223,833842,in_person,1,C1: Low-steady,60.265
STAT0004_2223,833846,in_person,3,C3: Mid-variable,56.165
STAT0004_2223,833847,in_person,3,C3: Mid-variable,68.5
STAT0004_2223,833856,in_person,1,C1: Low-steady,57.665
STAT0004_2223,833857,in_person,1,C1: Low-steady,43.765
STAT0004_2223,833860,in_person,2,C2: High-steady,71.165
STAT0004_2223,833872,in_person,1,C1: Low-steady,71.17
STAT0004_2223,833874,in_person,3,C3: Mid-variable,72.635
STAT0004_2223,833882,in_person,1,C1: Low-steady,61.835
STAT0004_2223,833890,in_person,1,C1: Low-steady,62.865
STAT0004_2223,833894,in_person,3,C3: Mid-variable,77.3
STAT0004_2223,833906,in_person,3,C3: Mid-variable,77.835
STAT0004_2223,833907,in_person,3,C3: Mid-variable,73.8
STAT0004_2223,833917,in_person,1,C1: Low-steady,76.5
STAT0004_2223,833947,in_person,1,C1: Low-steady,44.2
STAT0004_2223,833948,in_person,3,C3: Mid-variable,49.665
STAT0004_2223,833967,in_person,3,C3: Mid-variable,53.835
STAT0004_2223,834003,in_person,1,C1: Low-steady,72.465
STAT0004_2223,834023,in_person,3,C3: Mid-variable,59.665
STAT0004_2223,834037,in_person,1,C1: Low-steady,12.5
STAT0004_2223,834044,in_person,2,C2: High-steady,73.5
STAT0004_2223,834055,in_person,3,C3: Mid-variable,19.335
STAT0004_2223,834068,in_person,3,C3: Mid-variable,81.5
STAT0004_2223,834070,in_person,2,C2: High-steady,76.465
STAT0004_2223,834073,in_person,1,C1: Low-steady,58.465
STAT0004_2223,834089,in_person,3,C3: Mid-variable,72
STAT0004_2223,834093,in_person,1,C1: Low-steady,57.2
STAT0004_2223,834097,in_person,2,C2: High-steady,79.335
STAT0004_2223,834106,in_person,3,C3: Mid-variable,77.2
STAT0004_2223,834118,in_person,2,C2: High-steady,72.165
STAT0004_2223,834127,in_person,3,C3: Mid-variable,82
STAT0004_2223,834131,in_person,2,C2: High-steady,69.3
STAT0004_2223,834133,in_person,1,C1: Low-steady,65.8
STAT0004_2223,834134,in_person,2,C2: High-steady,76.3
STAT0004_2223,834135,in_person,3,C3: Mid-variable,64.165
STAT0004_2223,834142,in_person,1,C1: Low-steady,50.465
STAT0004_2223,834147,in_person,3,C3: Mid-variable,68.83
STAT0004_2223,834161,in_person,1,C1: Low-steady,64.835
STAT0004_2223,834162,in_person,1,C1: Low-steady,68.165
STAT0004_2223,834163,in_person,3,C3: Mid-variable,78.5
STAT0004_2223,834164,in_person,3,C3: Mid-variable,69.065
STAT0004_2223,834165,in_person,3,C3: Mid-variable,53.465
STAT0004_2223,834167,in_person,3,C3: Mid-variable,75.835
STAT0004_2223,834169,in_person,3,C3: Mid-variable,72.5
STAT0004_2223,834170,in_person,3,C3: Mid-variable,75.3
STAT0004_2223,834171,in_person,3,C3: Mid-variable,74.835
STAT0004_2223,834172,in_person,3,C3: Mid-variable,86.165
STAT0004_2223,834173,in_person,1,C1: Low-steady,78.5
STAT0004_2223,834174,in_person,3,C3: Mid-variable,80.365
STAT0004_2223,834175,in_person,3,C3: Mid-variable,56
STAT0004_2223,834176,in_person,3,C3: Mid-variable,72.665
STAT0004_2223,834177,in_person,3,C3: Mid-variable,78.665
STAT0004_2223,834178,in_person,1,C1: Low-steady,72.465
STAT0004_2223,834179,in_person,1,C1: Low-steady,64.165
STAT0004_2223,834180,in_person,3,C3: Mid-variable,79.5
STAT0004_2223,834181,in_person,3,C3: Mid-variable,71.265
STAT0004_2223,834182,in_person,1,C1: Low-steady,71.5
STAT0004_2223,834183,in_person,2,C2: High-steady,75.8
STAT0004_2223,834184,in_person,3,C3: Mid-variable,78.335
STAT0004_2223,834185,in_person,3,C3: Mid-variable,74.935
STAT0004_2223,834186,in_person,1,C1: Low-steady,76.965
STAT0004_2223,834187,in_person,2,C2: High-steady,73.135
STAT0004_2223,834188,in_person,1,C1: Low-steady,77.165
STAT0004_2223,834189,in_person,3,C3: Mid-variable,78
STAT0004_2223,834190,in_person,3,C3: Mid-variable,72.465
STAT0004_2223,834191,in_person,3,C3: Mid-variable,82.3
STAT0004_2223,834193,in_person,3,C3: Mid-variable,77.665
STAT0004_2223,834194,in_person,3,C3: Mid-variable,81
STAT0004_2223,834195,in_person,3,C3: Mid-variable,66.665
STAT0004_2223,834196,in_person,3,C3: Mid-variable,74.8
STAT0004_2223,834197,in_person,1,C1: Low-steady,79.5
STAT0004_2223,834198,in_person,1,C1: Low-steady,80.3
STAT0004_2223,834199,in_person,3,C3: Mid-variable,80.165
STAT0004_2223,834200,in_person,2,C2: High-steady,67
STAT0004_2223,834201,in_person,3,C3: Mid-variable,64
STAT0004_2223,834202,in_person,3,C3: Mid-variable,77.5
STAT0004_2223,834203,in_person,1,C1: Low-steady,65.5
STAT0004_2223,834204,in_person,1,C1: Low-steady,53.2
STAT0004_2223,834205,in_person,1,C1: Low-steady,80
STAT0004_2223,834206,in_person,3,C3: Mid-variable,63.035
STAT0004_2223,834207,in_person,3,C3: Mid-variable,65.6
STAT0004_2223,834208,in_person,1,C1: Low-steady,77.3
STAT0004_2223,834209,in_person,3,C3: Mid-variable,63.3
STAT0004_2223,834210,in_person,3,C3: Mid-variable,82.665
STAT0004_2223,834212,in_person,3,C3: Mid-variable,88
STAT0004_2223,834213,in_person,2,C2: High-steady,72.635
STAT0004_2223,834215,in_person,3,C3: Mid-variable,68.035
STAT0004_2223,834216,in_person,3,C3: Mid-variable,78.83
STAT0004_2223,834218,in_person,3,C3: Mid-variable,74.5
STAT0004_2223,834219,in_person,3,C3: Mid-variable,74.8
STAT0004_2223,834220,in_person,1,C1: Low-steady,56.67
STAT0004_2223,834222,in_person,3,C3: Mid-variable,88.5
STAT0004_2223,834223,in_person,1,C1: Low-steady,78.8
STAT0004_2223,834224,in_person,1,C1: Low-steady,52.5
STAT0004_2223,834225,in_person,1,C1: Low-steady,74.165
STAT0004_2223,834226,in_person,3,C3: Mid-variable,48.765
STAT0004_2223,834227,in_person,3,C3: Mid-variable,95.165
STAT0004_2223,834228,in_person,3,C3: Mid-variable,67.165
STAT0004_2223,834229,in_person,2,C2: High-steady,68.665
STAT0004_2223,834230,in_person,1,C1: Low-steady,73.5
STAT0004_2223,834231,in_person,2,C2: High-steady,78.665
STAT0004_2223,834232,in_person,1,C1: Low-steady,57
STAT0004_2223,834233,in_person,1,C1: Low-steady,78.665
STAT0004_2223,834234,in_person,3,C3: Mid-variable,62.335
STAT0004_2223,834235,in_person,3,C3: Mid-variable,76.83
STAT0004_2223,834237,in_person,3,C3: Mid-variable,61.165
STAT0004_2223,834238,in_person,1,C1: Low-steady,68.965
STAT0004_2223,834239,in_person,1,C1: Low-steady,74.53
STAT0004_2223,834240,in_person,3,C3: Mid-variable,82.135
STAT0004_2223,834241,in_person,3,C3: Mid-variable,83.665
STAT0004_2223,834242,in_person,3,C3: Mid-variable,77.5
STAT0004_2223,834243,in_person,1,C1: Low-steady,56.67
STAT0004_2223,834244,in_person,3,C3: Mid-variable,71.8
STAT0004_2223,834245,in_person,3,C3: Mid-variable,81.5
STAT0004_2223,834246,in_person,1,C1: Low-steady,65.17
STAT0004_2223,834247,in_person,1,C1: Low-steady,81.165
STAT0004_2223,834248,in_person,1,C1: Low-steady,64.5
STAT0004_2223,834249,in_person,3,C3: Mid-variable,74.835
STAT0004_2223,834252,in_person,3,C3: Mid-variable,76
STAT0004_2223,834253,in_person,3,C3: Mid-variable,66.8
STAT0004_2223,834254,in_person,1,C1: Low-steady,56.97
STAT0004_2223,834255,in_person,2,C2: High-steady,70
STAT0004_2223,834256,in_person,2,C2: High-steady,82.435
STAT0004_2223,834257,in_person,3,C3: Mid-variable,58.965
STAT0004_2223,834258,in_person,3,C3: Mid-variable,83.165
STAT0004_2223,834261,in_person,3,C3: Mid-variable,60.6
STAT0004_2223,834263,in_person,1,C1: Low-steady,71.865
STAT0004_2223,834264,in_person,1,C1: Low-steady,81.5
STAT0004_2223,834266,in_person,3,C3: Mid-variable,66.63
STAT0004_2223,834267,in_person,3,C3: Mid-variable,55.665
STAT0004_2223,834268,in_person,3,C3: Mid-variable,71.97
STAT0004_2223,834269,in_person,2,C2: High-steady,80.1
STAT0004_2223,834270,in_person,2,C2: High-steady,74.5
STAT0004_2223,834272,in_person,3,C3: Mid-variable,54.965
STAT0004_2223,834273,in_person,3,C3: Mid-variable,90.965
STAT0004_2223,834275,in_person,2,C2: High-steady,91.335
STAT0004_2223,834276,in_person,3,C3: Mid-variable,68.435
STAT0004_2223,834277,in_person,3,C3: Mid-variable,65.6
STAT0004_2223,834279,in_person,2,C2: High-steady,84.83
STAT0004_2223,834280,in_person,1,C1: Low-steady,89.2
STAT0004_2223,834282,in_person,3,C3: Mid-variable,56.93
STAT0004_2223,834283,in_person,3,C3: Mid-variable,70.3
STAT0004_2223,834284,in_person,1,C1: Low-steady,86.835
STAT0004_2223,834285,in_person,1,C1: Low-steady,70
STAT0004_2223,834286,in_person,1,C1: Low-steady,87.165
STAT0004_2223,834287,in_person,1,C1: Low-steady,78.3
STAT0004_2223,834288,in_person,3,C3: Mid-variable,62.935
STAT0004_2223,834289,in_person,1,C1: Low-steady,74.665
STAT0004_2223,834290,in_person,1,C1: Low-steady,79
STAT0004_2223,834291,in_person,3,C3: Mid-variable,86.165
STAT0004_2223,834292,in_person,3,C3: Mid-variable,67.665
STAT0004_2223,834293,in_person,1,C1: Low-steady,85.5
STAT0004_2223,834294,in_person,3,C3: Mid-variable,76.965
STAT0004_2223,834295,in_person,1,C1: Low-steady,64.1
STAT0004_2223,834296,in_person,3,C3: Mid-variable,66.43
STAT0004_2223,834297,in_person,1,C1: Low-steady,78
STAT0004_2223,834298,in_person,2,C2: High-steady,67.965
STAT0004_2223,834299,in_person,2,C2: High-steady,92.835
STAT0004_2223,834300,in_person,3,C3: Mid-variable,75.165
STAT0004_2223,834301,in_person,3,C3: Mid-variable,63.265
STAT0004_2223,834302,in_person,1,C1: Low-steady,74.75
STAT0004_2223,834304,in_person,1,C1: Low-steady,71.5
STAT0004_2223,834305,in_person,1,C1: Low-steady,73.835
STAT0004_2223,834306,in_person,3,C3: Mid-variable,72.465
STAT0004_2223,834307,in_person,1,C1: Low-steady,74.765
STAT0004_2223,834308,in_person,3,C3: Mid-variable,73.135
STAT0004_2223,834311,in_person,3,C3: Mid-variable,62.335
STAT0004_2223,834312,in_person,3,C3: Mid-variable,68.165
STAT0004_2223,834315,in_person,3,C3: Mid-variable,68.865
STAT0004_2223,834316,in_person,3,C3: Mid-variable,57.8
STAT0004_2223,834319,in_person,1,C1: Low-steady,75.33
STAT0004_2223,834320,in_person,3,C3: Mid-variable,70.965
STAT0004_2223,834322,in_person,2,C2: High-steady,68.8
STAT0004_2223,834324,in_person,3,C3: Mid-variable,65.3
STAT0004_2223,834325,in_person,1,C1: Low-steady,71.3
STAT0004_2223,834326,in_person,3,C3: Mid-variable,61.5
STAT0004_2223,834327,in_person,3,C3: Mid-variable,69.665
STAT0004_2223,834328,in_person,3,C3: Mid-variable,73.8
STAT0004_2223,834329,in_person,3,C3: Mid-variable,83.465
STAT0004_2223,834331,in_person,3,C3: Mid-variable,65.63
STAT0004_2223,834332,in_person,2,C2: High-steady,61.47
STAT0004_2223,834333,in_person,3,C3: Mid-variable,67.3
STAT0004_2223,834334,in_person,3,C3: Mid-variable,68.635
STAT0004_2223,834335,in_person,1,C1: Low-steady,59.535
STAT0004_2223,834336,in_person,1,C1: Low-steady,73.3
STAT0004_2223,836584,in_person,3,C3: Mid-variable,75.8
STAT0004_2223,836596,in_person,1,C1: Low-steady,82.835
STAT0004_2223,836598,in_person,3,C3: Mid-variable,85.5
STAT0004_2223,837854,in_person,1,C1: Low-steady,58.665
