term,tau,estimate,std.error,p.value,cohort_id,week,predictor,condition,module,indicator,lo,hi
z_cum_imm,0.75,0.8279072462890803,0.6732142513581953,0.22026015541320687,STAT0004_2223,6,z_cum_imm,in_person,STAT0004,Immediacy,-0.4915926863729826,2.147407178951143
z_cum_imm,0.9,1.2947101929390221,1.1875184469715812,0.27694169549924985,STAT0004_2223,6,z_cum_imm,in_person,STAT0004,Immediacy,-1.032825963125277,3.622246349003321
z_cum_div,0.1,2.983115997579924,1.4518189597729614,0.041237246153259965,STAT0004_2223,6,z_cum_div,in_person,STAT0004,Diversity,0.13755083642492005,5.828681158734929
z_cum_div,0.25,2.896687235383747,0.8626668879868472,9.445859319137107e-4,STAT0004_2223,6,z_cum_div,in_person,STAT0004,Diversity,1.2058601349295266,4.587514335837968
z_cum_div,0.5,1.5827923441575378,1.0331945333250914,0.12715788475927003,STAT0004_2223,6,z_cum_div,in_person,STAT0004,Diversity,-0.44226894115964144,3.607853629474717
z_cum_div,0.75,1.7037325062641084,0.6723265499932775,0.012060316957294592,STAT0004_2223,6,z_cum_div,in_person,STAT0004,Diversity,0.3859724682772847,3.021492544250932
z_cum_div,0.9,1.2094342992944893,1.466343779299114,0.41049528306588456,STAT0004_2223,6,z_cum_div,in_person,STAT0004,Diversity,-1.6645995081317742,4.083468106720753
z_cum_freq,0.1,3.4554433460084732,0.9005094876208556,1.680242644506169e-4,STAT0004_2223,11,z_cum_freq,in_person,STAT0004,Frequency,1.6904447502715962,5.22044194174535
z_cum_freq,0.25,2.797069124967917,0.9692250334943991,0.004342932656545395,STAT0004_2223,11,z_cum_freq,in_person,STAT0004,Frequency,0.8973880593188945,4.696750190616939
z_cum_freq,0.5,0.6497341303800398,0.906461359764026,0.47436696366271613,STAT0004_2223,11,z_cum_freq,in_person,STAT0004,Frequency,-1.1269301347574512,2.4263983955175306
z_cum_freq,0.75,0.6794528317525568,0.8436087291374409,0.4215628068284474,STAT0004_2223,11,z_cum_freq,in_person,STAT0004,Frequency,-0.9740202773568274,2.3329259408619407
z_cum_freq,0.9,1.5505717604614215,1.683640750021265,0.35820741716837357,STAT0004_2223,11,z_cum_freq,in_person,STAT0004,Frequency,-1.7493641095802577,4.850507630503101
z_cum_imm,0.1,4.860590662413063,1.3717744065625275,4.945051721634286e-4,STAT0004_2223,11,z_cum_imm,in_person,STAT0004,Immediacy,2.1719128255505096,7.549268499275617
z_cum_imm,0.25,3.775940509741867,0.9119546773389555,5.156382477489174e-5,STAT0004_2223,11,z_cum_imm,in_person,STAT0004,Immediacy,1.988509342157514,5.56337167732622
z_cum_imm,0.5,0.7247257471243029,0.8543515719325163,0.39732445970163255,STAT0004_2223,11,z_cum_imm,in_person,STAT0004,Immediacy,-0.9498033338634291,2.399254828112035
z_cum_imm,0.75,0.8239815476338553,0.6821051092287417,0.22851105737766586,STAT0004_2223,11,z_cum_imm,in_person,STAT0004,Immediacy,-0.5129444664544783,2.160907561722189
z_cum_imm,0.9,1.2242741646122528,1.1286105882708914,0.27936626502923634,STAT0004_2223,11,z_cum_imm,in_person,STAT0004,Immediacy,-0.9878025883986943,3.4363509176231997
z_cum_div,0.1,3.164450655533915,1.1966866840020696,0.008851453684725952,STAT0004_2223,11,z_cum_div,in_person,STAT0004,Diversity,0.8189447548898587,5.509956556177972
z_cum_div,0.25,3.934900378404481,0.9421521811791266,4.46165109273533e-5,STAT0004_2223,11,z_cum_div,in_person,STAT0004,Diversity,2.088282103293393,5.781518653515569
z_cum_div,0.5,1.756507852384933,1.1187255275398487,0.11801370236125086,STAT0004_2223,11,z_cum_div,in_person,STAT0004,Diversity,-0.43619418159317025,3.949209886363036
z_cum_div,0.75,1.6696521497543095,0.7781739038249174,0.03314098605548654,STAT0004_2223,11,z_cum_div,in_person,STAT0004,Diversity,0.14443129825747159,3.1948730012511475
z_cum_div,0.9,1.7708851839693993,1.2711328924078389,0.16515898825088682,STAT0004_2223,11,z_cum_div,in_person,STAT0004,Diversity,-0.7205352851499647,4.262305653088763
