feature,r
breadth_comp,0.14852826335450117
cramming_frac,-0.06212489979325764
gap_sd,-0.2131141674901201
late_night_frac,0.0707744020824834
time_proxy_min,0.2524399719470512
week_entropy,0.17250281353411054
